province;red;green;blue;x;x
6340;44;63;153;FU_PROV_6340;x
6341;99;185;74;FU_PROV_6341;x
6342;155;50;251;FU_PROV_6342;x
6343;210;172;172;FU_PROV_6343;x
6344;10;38;93;FU_PROV_6344;x
6345;65;160;14;FU_PROV_6345;x
6346;121;25;191;FU_PROV_6346;x
6347;176;147;112;FU_PROV_6347;x
6348;232;13;33;FU_PROV_6348;x
6349;31;134;210;FU_PROV_6349;x
6350;87;0;131;FU_PROV_6350;x
6351;142;122;52;FU_PROV_6351;x
6352;197;243;229;FU_PROV_6352;x
6353;253;109;150;FU_PROV_6353;x
6354;52;231;71;FU_PROV_6354;x
6355;108;96;248;FU_PROV_6355;x
6356;163;218;169;FU_PROV_6356;x
6357;219;84;90;FU_PROV_6357;x
6358;18;206;11;FU_PROV_6358;x
6359;74;71;188;FU_PROV_6359;x
6360;129;193;109;FU_PROV_6360;x
6361;185;59;30;FU_PROV_6361;x
6362;240;180;207;FU_PROV_6362;x
6363;40;46;128;FU_PROV_6363;x
6364;95;168;49;FU_PROV_6364;x
6365;151;33;226;FU_PROV_6365;x
6366;206;155;147;FU_PROV_6366;x
6367;6;21;68;FU_PROV_6367;x
6368;61;142;245;FU_PROV_6368;x
6369;117;8;166;FU_PROV_6369;x
6370;172;130;87;FU_PROV_6370;x
6371;227;252;8;FU_PROV_6371;x
6372;27;117;185;FU_PROV_6372;x
6373;82;239;106;FU_PROV_6373;x
6374;138;105;27;FU_PROV_6374;x
6375;193;226;204;FU_PROV_6375;x
6376;249;92;125;FU_PROV_6376;x
6377;48;214;46;FU_PROV_6377;x
6378;104;79;223;FU_PROV_6378;x
6379;159;201;144;FU_PROV_6379;x
6380;215;67;65;FU_PROV_6380;x
6381;14;188;242;FU_PROV_6381;x
6382;70;54;163;FU_PROV_6382;x
6383;125;176;84;FU_PROV_6383;x
6384;181;42;5;FU_PROV_6384;x
6385;236;163;182;FU_PROV_6385;x
6386;36;29;103;FU_PROV_6386;x
6387;91;151;24;FU_PROV_6387;x
6388;147;16;201;FU_PROV_6388;x
6389;202;138;122;FU_PROV_6389;x
6390;2;4;43;FU_PROV_6390;x
6391;57;125;220;FU_PROV_6391;x
6392;112;247;141;FU_PROV_6392;x
6393;168;113;62;FU_PROV_6393;x
6394;223;234;239;FU_PROV_6394;x
6395;23;100;160;FU_PROV_6395;x
6396;78;222;81;FU_PROV_6396;x
6397;134;88;2;FU_PROV_6397;x
6398;189;209;179;FU_PROV_6398;x
6399;245;75;100;FU_PROV_6399;x
6400;44;197;21;FU_PROV_6400;x
6401;100;62;198;FU_PROV_6401;x
6402;155;184;119;FU_PROV_6402;x
6403;211;50;40;FU_PROV_6403;x
6404;10;171;217;FU_PROV_6404;x
6405;66;37;138;FU_PROV_6405;x
6406;121;159;59;FU_PROV_6406;x
6407;177;24;236;FU_PROV_6407;x
6408;232;146;157;FU_PROV_6408;x
6409;32;12;78;FU_PROV_6409;x
6410;87;133;255;FU_PROV_6410;x
6411;142;255;176;FU_PROV_6411;x
6412;198;121;97;FU_PROV_6412;x
6413;253;243;18;FU_PROV_6413;x
6414;53;108;195;FU_PROV_6414;x
6415;108;230;116;FU_PROV_6415;x
6416;164;96;37;FU_PROV_6416;x
6417;219;217;214;FU_PROV_6417;x
6418;19;83;135;FU_PROV_6418;x
6419;74;205;56;FU_PROV_6419;x
6420;130;70;233;FU_PROV_6420;x
6421;185;192;154;FU_PROV_6421;x
6422;241;58;75;FU_PROV_6422;x
6423;40;179;252;FU_PROV_6423;x
6424;96;45;173;FU_PROV_6424;x
6425;151;167;94;FU_PROV_6425;x
6426;207;33;15;FU_PROV_6426;x
6427;6;154;192;FU_PROV_6427;x
6428;62;20;113;FU_PROV_6428;x
6429;117;142;34;FU_PROV_6429;x
6430;173;7;211;FU_PROV_6430;x
6431;228;129;132;FU_PROV_6431;x
6432;27;251;53;FU_PROV_6432;x
6433;83;116;230;FU_PROV_6433;x
6434;138;238;151;FU_PROV_6434;x
6435;194;104;72;FU_PROV_6435;x
6436;249;225;249;FU_PROV_6436;x
6437;49;91;170;FU_PROV_6437;x
6438;104;213;91;FU_PROV_6438;x
6439;160;79;12;FU_PROV_6439;x
6440;215;200;189;FU_PROV_6440;x
6441;15;66;110;FU_PROV_6441;x
6442;70;188;31;FU_PROV_6442;x
6443;126;53;208;FU_PROV_6443;x
6444;181;175;129;FU_PROV_6444;x
6445;237;41;50;FU_PROV_6445;x
6446;36;162;227;FU_PROV_6446;x
6447;92;28;148;FU_PROV_6447;x
6448;147;150;69;FU_PROV_6448;x
6449;203;15;246;FU_PROV_6449;x
6450;2;137;167;FU_PROV_6450;x
6451;58;3;88;FU_PROV_6451;x
6452;113;125;9;FU_PROV_6452;x
6453;168;246;186;FU_PROV_6453;x
6454;224;112;107;FU_PROV_6454;x
6455;23;234;28;FU_PROV_6455;x
6456;79;99;205;FU_PROV_6456;x
6457;134;221;126;FU_PROV_6457;x
6458;190;87;47;FU_PROV_6458;x
6459;245;208;224;FU_PROV_6459;x
6460;45;74;145;FU_PROV_6460;x
6461;100;196;66;FU_PROV_6461;x
6462;156;61;243;FU_PROV_6462;x
6463;211;183;164;FU_PROV_6463;x
6464;11;49;85;FU_PROV_6464;x
6465;66;171;6;FU_PROV_6465;x
6466;122;36;183;FU_PROV_6466;x
6467;177;158;104;FU_PROV_6467;x
6468;233;24;25;FU_PROV_6468;x
6469;32;145;202;FU_PROV_6469;x
6470;88;11;123;FU_PROV_6470;x
6471;143;133;44;FU_PROV_6471;x
6472;198;254;221;FU_PROV_6472;x
6473;254;120;142;FU_PROV_6473;x
6474;53;242;63;FU_PROV_6474;x
6475;109;107;240;FU_PROV_6475;x
6476;164;229;161;FU_PROV_6476;x
6477;220;95;82;FU_PROV_6477;x
6478;19;217;3;FU_PROV_6478;x
6479;75;82;180;FU_PROV_6479;x
6480;130;204;101;FU_PROV_6480;x
6481;186;70;22;FU_PROV_6481;x
6482;241;191;199;FU_PROV_6482;x
6483;41;57;120;FU_PROV_6483;x
6484;96;179;41;FU_PROV_6484;x
6485;152;44;218;FU_PROV_6485;x
6486;207;166;139;FU_PROV_6486;x
6487;7;32;60;FU_PROV_6487;x
6488;62;153;237;FU_PROV_6488;x
6489;118;19;158;FU_PROV_6489;x
6490;173;141;79;FU_PROV_6490;x
6491;229;7;0;FU_PROV_6491;x
6492;28;128;177;FU_PROV_6492;x
6493;83;250;98;FU_PROV_6493;x
6494;139;116;19;FU_PROV_6494;x
6495;194;237;196;FU_PROV_6495;x
6496;250;103;117;FU_PROV_6496;x
6497;49;225;38;FU_PROV_6497;x
6498;105;90;215;FU_PROV_6498;x
6499;160;212;136;FU_PROV_6499;x
6500;216;78;57;FU_PROV_6500;x
6501;15;199;234;FU_PROV_6501;x
6502;71;65;155;FU_PROV_6502;x
6503;126;187;76;FU_PROV_6503;x
6504;182;52;253;FU_PROV_6504;x
6505;237;174;174;FU_PROV_6505;x
6506;37;40;95;FU_PROV_6506;x
6507;92;162;16;FU_PROV_6507;x
6508;148;27;193;FU_PROV_6508;x
6509;203;149;114;FU_PROV_6509;x
6510;3;15;35;FU_PROV_6510;x
6511;58;136;212;FU_PROV_6511;x
6512;114;2;133;FU_PROV_6512;x
6513;169;124;54;FU_PROV_6513;x
6514;224;245;231;FU_PROV_6514;x
6515;24;111;152;FU_PROV_6515;x
6516;79;233;73;FU_PROV_6516;x
6517;135;98;250;FU_PROV_6517;x
6518;190;220;171;FU_PROV_6518;x
6519;246;86;92;FU_PROV_6519;x
6520;45;208;13;FU_PROV_6520;x
6521;101;73;190;FU_PROV_6521;x
6522;156;195;111;FU_PROV_6522;x
6523;212;61;32;FU_PROV_6523;x
6524;11;182;209;FU_PROV_6524;x
6525;67;48;130;FU_PROV_6525;x
6526;122;170;51;FU_PROV_6526;x
6527;178;35;228;FU_PROV_6527;x
6528;233;157;149;FU_PROV_6528;x
6529;33;23;70;FU_PROV_6529;x
6530;88;144;247;FU_PROV_6530;x
6531;144;10;168;FU_PROV_6531;x
6532;199;132;89;FU_PROV_6532;x
6533;254;254;10;FU_PROV_6533;x
6534;54;119;187;FU_PROV_6534;x
6535;109;241;108;FU_PROV_6535;x
6536;165;107;29;FU_PROV_6536;x
6537;220;228;206;FU_PROV_6537;x
6538;20;94;127;FU_PROV_6538;x
6539;75;216;48;FU_PROV_6539;x
6540;131;81;225;FU_PROV_6540;x
6541;186;203;146;FU_PROV_6541;x
6542;242;69;67;FU_PROV_6542;x
6543;41;190;244;FU_PROV_6543;x
6544;97;56;165;FU_PROV_6544;x
6545;152;178;86;FU_PROV_6545;x
6546;208;44;7;FU_PROV_6546;x
6547;7;165;184;FU_PROV_6547;x
6548;63;31;105;FU_PROV_6548;x
6549;118;153;26;FU_PROV_6549;x
6550;174;18;203;FU_PROV_6550;x
6551;229;140;124;FU_PROV_6551;x
6552;29;6;45;FU_PROV_6552;x
6553;84;127;222;FU_PROV_6553;x
6554;139;249;143;FU_PROV_6554;x
6555;195;115;64;FU_PROV_6555;x
6556;250;236;241;FU_PROV_6556;x
6557;50;102;162;FU_PROV_6557;x
6558;105;224;83;FU_PROV_6558;x
6559;161;90;4;FU_PROV_6559;x
6560;216;211;181;FU_PROV_6560;x
6561;16;77;102;FU_PROV_6561;x
6562;71;199;23;FU_PROV_6562;x
6563;127;64;200;FU_PROV_6563;x
6564;182;186;121;FU_PROV_6564;x
6565;238;52;42;FU_PROV_6565;x
6566;37;173;219;FU_PROV_6566;x
6567;93;39;140;FU_PROV_6567;x
6568;148;161;61;FU_PROV_6568;x
6569;204;26;238;FU_PROV_6569;x
6570;3;148;159;FU_PROV_6570;x
6571;59;14;80;FU_PROV_6571;x
6572;114;136;1;FU_PROV_6572;x
6573;170;1;178;FU_PROV_6573;x
6574;225;123;99;FU_PROV_6574;x
6575;24;245;20;FU_PROV_6575;x
6576;80;110;197;FU_PROV_6576;x
6577;135;232;118;FU_PROV_6577;x
6578;191;98;39;FU_PROV_6578;x
6579;246;219;216;FU_PROV_6579;x
6580;46;85;137;FU_PROV_6580;x
6581;101;207;58;FU_PROV_6581;x
6582;157;72;235;FU_PROV_6582;x
6583;212;194;156;FU_PROV_6583;x
6584;12;60;77;FU_PROV_6584;x
6585;67;181;254;FU_PROV_6585;x
6586;123;47;175;FU_PROV_6586;x
6587;178;169;96;FU_PROV_6587;x
6588;234;35;17;FU_PROV_6588;x
6589;33;156;194;FU_PROV_6589;x
6590;89;22;115;FU_PROV_6590;x
6591;144;144;36;FU_PROV_6591;x
6592;200;9;213;FU_PROV_6592;x
6593;255;131;134;FU_PROV_6593;x
6594;54;253;55;FU_PROV_6594;x
6595;110;118;232;FU_PROV_6595;x
6596;165;240;153;FU_PROV_6596;x
6597;221;106;74;FU_PROV_6597;x
6598;20;227;251;FU_PROV_6598;x
6599;76;93;172;FU_PROV_6599;x
6600;131;215;93;FU_PROV_6600;x
6601;187;81;14;FU_PROV_6601;x
6602;242;202;191;FU_PROV_6602;x
6603;42;68;112;FU_PROV_6603;x
6604;97;190;33;FU_PROV_6604;x
6605;153;55;210;FU_PROV_6605;x
6606;208;177;131;FU_PROV_6606;x
6607;8;43;52;FU_PROV_6607;x
6608;63;164;229;FU_PROV_6608;x
6609;119;30;150;FU_PROV_6609;x
6610;174;152;71;FU_PROV_6610;x
6611;230;17;248;FU_PROV_6611;x
6612;29;139;169;FU_PROV_6612;x
6613;85;5;90;FU_PROV_6613;x
6614;140;127;11;FU_PROV_6614;x
6615;195;248;188;FU_PROV_6615;x
6616;251;114;109;FU_PROV_6616;x
6617;50;236;30;FU_PROV_6617;x
6618;106;101;207;FU_PROV_6618;x
6619;161;223;128;FU_PROV_6619;x
6620;217;89;49;FU_PROV_6620;x
6621;16;210;226;FU_PROV_6621;x
6622;72;76;147;FU_PROV_6622;x
6623;127;198;68;FU_PROV_6623;x
6624;183;63;245;FU_PROV_6624;x
6625;238;185;166;FU_PROV_6625;x
6626;38;51;87;FU_PROV_6626;x
6627;93;173;8;FU_PROV_6627;x
6628;149;38;185;FU_PROV_6628;x
6629;204;160;106;FU_PROV_6629;x
6630;4;26;27;FU_PROV_6630;x
6631;59;147;204;FU_PROV_6631;x
6632;115;13;125;FU_PROV_6632;x
6633;170;135;46;FU_PROV_6633;x
6634;226;0;223;FU_PROV_6634;x
6635;25;122;144;FU_PROV_6635;x
6636;80;244;65;FU_PROV_6636;x
6637;136;109;242;FU_PROV_6637;x
6638;191;231;163;FU_PROV_6638;x
6639;247;97;84;FU_PROV_6639;x
6640;46;219;5;FU_PROV_6640;x
6641;102;84;182;FU_PROV_6641;x
6642;157;206;103;FU_PROV_6642;x
6643;213;72;24;FU_PROV_6643;x
6644;12;193;201;FU_PROV_6644;x
6645;68;59;122;FU_PROV_6645;x
6646;123;181;43;FU_PROV_6646;x
6647;179;46;220;FU_PROV_6647;x
6648;234;168;141;FU_PROV_6648;x
6649;34;34;62;FU_PROV_6649;x
6650;89;155;239;FU_PROV_6650;x
6651;145;21;160;FU_PROV_6651;x
6652;200;143;81;FU_PROV_6652;x
6653;0;9;2;FU_PROV_6653;x
6654;55;130;179;FU_PROV_6654;x
6655;110;252;100;FU_PROV_6655;x
6656;166;118;21;FU_PROV_6656;x
6657;221;239;198;FU_PROV_6657;x
6658;21;105;119;FU_PROV_6658;x
6659;76;227;40;FU_PROV_6659;x
6660;132;92;217;FU_PROV_6660;x
6661;187;214;138;FU_PROV_6661;x
6662;243;80;59;FU_PROV_6662;x
6663;42;201;236;FU_PROV_6663;x
6664;98;67;157;FU_PROV_6664;x
6665;153;189;78;FU_PROV_6665;x
6666;209;54;255;FU_PROV_6666;x
6667;8;176;176;FU_PROV_6667;x
6668;64;42;97;FU_PROV_6668;x
6669;119;164;18;FU_PROV_6669;x
6670;175;29;195;FU_PROV_6670;x
6671;230;151;116;FU_PROV_6671;x
6672;30;17;37;FU_PROV_6672;x
6673;85;138;214;FU_PROV_6673;x
6674;141;4;135;FU_PROV_6674;x
6675;196;126;56;FU_PROV_6675;x
6676;251;247;233;FU_PROV_6676;x
6677;51;113;154;FU_PROV_6677;x
6678;106;235;75;FU_PROV_6678;x
6679;162;100;252;FU_PROV_6679;x
6680;217;222;173;FU_PROV_6680;x
6681;17;88;94;FU_PROV_6681;x
6682;72;210;15;FU_PROV_6682;x
6683;128;75;192;FU_PROV_6683;x
6684;183;197;113;FU_PROV_6684;x
6685;239;63;34;FU_PROV_6685;x
6686;38;184;211;FU_PROV_6686;x
6687;94;50;132;FU_PROV_6687;x
6688;149;172;53;FU_PROV_6688;x
6689;205;37;230;FU_PROV_6689;x
6690;4;159;151;FU_PROV_6690;x
6691;60;25;72;FU_PROV_6691;x
6692;115;146;249;FU_PROV_6692;x
6693;171;12;170;FU_PROV_6693;x
6694;226;134;91;FU_PROV_6694;x
6695;26;0;12;FU_PROV_6695;x
6696;81;121;189;FU_PROV_6696;x
6697;136;243;110;FU_PROV_6697;x
6698;192;109;31;FU_PROV_6698;x
6699;247;230;208;FU_PROV_6699;x
6700;47;96;129;FU_PROV_6700;x
6701;102;218;50;FU_PROV_6701;x
6702;158;83;227;FU_PROV_6702;x
6703;213;205;148;FU_PROV_6703;x
6704;13;71;69;FU_PROV_6704;x
6705;68;192;246;FU_PROV_6705;x
6706;124;58;167;FU_PROV_6706;x
6707;179;180;88;FU_PROV_6707;x
6708;235;46;9;FU_PROV_6708;x
6709;34;167;186;FU_PROV_6709;x
6710;90;33;107;FU_PROV_6710;x
6711;145;155;28;FU_PROV_6711;x
6712;201;20;205;FU_PROV_6712;x
6713;0;142;126;FU_PROV_6713;x
6714;56;8;47;FU_PROV_6714;x
6715;111;129;224;FU_PROV_6715;x
6716;166;251;145;FU_PROV_6716;x
6717;222;117;66;FU_PROV_6717;x
6718;21;238;243;FU_PROV_6718;x
6719;77;104;164;FU_PROV_6719;x
6720;132;226;85;FU_PROV_6720;x
6721;188;92;6;FU_PROV_6721;x
6722;243;213;183;FU_PROV_6722;x
6723;43;79;104;FU_PROV_6723;x
6724;98;201;25;FU_PROV_6724;x
6725;154;66;202;FU_PROV_6725;x
6726;209;188;123;FU_PROV_6726;x
6727;9;54;44;FU_PROV_6727;x
6728;64;175;221;FU_PROV_6728;x
6729;120;41;142;FU_PROV_6729;x
6730;175;163;63;FU_PROV_6730;x
6731;231;28;240;FU_PROV_6731;x
6732;30;150;161;FU_PROV_6732;x
6733;86;16;82;FU_PROV_6733;x
6734;141;138;3;FU_PROV_6734;x
6735;197;3;180;FU_PROV_6735;x
6736;252;125;101;FU_PROV_6736;x
6737;51;247;22;FU_PROV_6737;x
6738;107;112;199;FU_PROV_6738;x
6739;162;234;120;FU_PROV_6739;x
6740;218;100;41;FU_PROV_6740;x
6741;17;221;218;FU_PROV_6741;x
6742;73;87;139;FU_PROV_6742;x
6743;128;209;60;FU_PROV_6743;x
6744;184;74;237;FU_PROV_6744;x
6745;239;196;158;FU_PROV_6745;x
6746;39;62;79;FU_PROV_6746;x
6747;94;184;0;FU_PROV_6747;x
6748;150;49;177;FU_PROV_6748;x
6749;205;171;98;FU_PROV_6749;x
6750;5;37;19;FU_PROV_6750;x
6751;60;158;196;FU_PROV_6751;x
6752;116;24;117;FU_PROV_6752;x
6753;171;146;38;FU_PROV_6753;x
6754;227;11;215;FU_PROV_6754;x
6755;26;133;136;FU_PROV_6755;x
6756;81;255;57;FU_PROV_6756;x
6757;137;120;234;FU_PROV_6757;x
6758;192;242;155;FU_PROV_6758;x
6759;248;108;76;FU_PROV_6759;x
6760;47;229;253;FU_PROV_6760;x
6761;103;95;174;FU_PROV_6761;x
6762;158;217;95;FU_PROV_6762;x
6763;214;83;16;FU_PROV_6763;x
6764;13;204;193;FU_PROV_6764;x
6765;69;70;114;FU_PROV_6765;x
6766;124;192;35;FU_PROV_6766;x
6767;180;57;212;FU_PROV_6767;x
6768;235;179;133;FU_PROV_6768;x
6769;35;45;54;FU_PROV_6769;x
6770;90;166;231;FU_PROV_6770;x
6771;146;32;152;FU_PROV_6771;x
6772;201;154;73;FU_PROV_6772;x
6773;1;19;250;FU_PROV_6773;x
6774;56;141;171;FU_PROV_6774;x
6775;112;7;92;FU_PROV_6775;x
6776;167;129;13;FU_PROV_6776;x
6777;222;250;190;FU_PROV_6777;x
6778;22;116;111;FU_PROV_6778;x
6779;77;238;32;FU_PROV_6779;x
6780;133;103;209;FU_PROV_6780;x
6781;188;225;130;FU_PROV_6781;x
6782;244;91;51;FU_PROV_6782;x
6783;43;212;228;FU_PROV_6783;x
6784;99;78;149;FU_PROV_6784;x
6785;154;200;70;FU_PROV_6785;x
6786;210;65;247;FU_PROV_6786;x
6787;9;187;168;FU_PROV_6787;x
6788;65;53;89;FU_PROV_6788;x
6789;120;175;10;FU_PROV_6789;x
6790;176;40;187;FU_PROV_6790;x
6791;231;162;108;FU_PROV_6791;x
6792;31;28;29;FU_PROV_6792;x
6793;86;149;206;FU_PROV_6793;x
6794;142;15;127;FU_PROV_6794;x
6795;197;137;48;FU_PROV_6795;x
6796;253;2;225;FU_PROV_6796;x
6797;52;124;146;FU_PROV_6797;x
6798;107;246;67;FU_PROV_6798;x
6799;163;111;244;FU_PROV_6799;x
6800;218;233;165;FU_PROV_6800;x
6801;18;99;86;FU_PROV_6801;x
6802;73;221;7;FU_PROV_6802;x
6803;129;86;184;FU_PROV_6803;x
6804;184;208;105;FU_PROV_6804;x
6805;240;74;26;FU_PROV_6805;x
6806;39;195;203;FU_PROV_6806;x
6807;95;61;124;FU_PROV_6807;x
6808;150;183;45;FU_PROV_6808;x
6809;206;48;222;FU_PROV_6809;x
6810;5;170;143;FU_PROV_6810;x
6811;61;36;64;FU_PROV_6811;x
6812;116;157;241;FU_PROV_6812;x
6813;172;23;162;FU_PROV_6813;x
6814;227;145;83;FU_PROV_6814;x
6815;27;11;4;FU_PROV_6815;x
6816;82;132;181;FU_PROV_6816;x
6817;137;254;102;FU_PROV_6817;x
6818;193;120;23;FU_PROV_6818;x
6819;248;241;200;FU_PROV_6819;x
6820;48;107;121;FU_PROV_6820;x
6821;103;229;42;FU_PROV_6821;x
6822;159;94;219;FU_PROV_6822;x
6823;214;216;140;FU_PROV_6823;x
6824;14;82;61;FU_PROV_6824;x
6825;69;203;238;FU_PROV_6825;x
6826;125;69;159;FU_PROV_6826;x
6827;180;191;80;FU_PROV_6827;x
6828;236;57;1;FU_PROV_6828;x
6829;35;178;178;FU_PROV_6829;x
6830;91;44;99;FU_PROV_6830;x
6831;146;166;20;FU_PROV_6831;x
6832;202;31;197;FU_PROV_6832;x
6833;1;153;118;FU_PROV_6833;x
6834;57;19;39;FU_PROV_6834;x
6835;112;140;216;FU_PROV_6835;x
6836;168;6;137;FU_PROV_6836;x
6837;223;128;58;FU_PROV_6837;x
6838;22;249;235;FU_PROV_6838;x
6839;78;115;156;FU_PROV_6839;x
6840;133;237;77;FU_PROV_6840;x
6841;189;102;254;FU_PROV_6841;x
6842;244;224;175;FU_PROV_6842;x
6843;44;90;96;FU_PROV_6843;x
6844;99;212;17;FU_PROV_6844;x
6845;155;77;194;FU_PROV_6845;x
6846;210;199;115;FU_PROV_6846;x
6847;10;65;36;FU_PROV_6847;x
6848;65;186;213;FU_PROV_6848;x
6849;121;52;134;FU_PROV_6849;x
6850;176;174;55;FU_PROV_6850;x
6851;232;39;232;FU_PROV_6851;x
6852;31;161;153;FU_PROV_6852;x
6853;87;27;74;FU_PROV_6853;x
6854;142;148;251;FU_PROV_6854;x
6855;198;14;172;FU_PROV_6855;x
6856;253;136;93;FU_PROV_6856;x
6857;53;2;14;FU_PROV_6857;x
6858;108;123;191;FU_PROV_6858;x
6859;163;245;112;FU_PROV_6859;x
6860;219;111;33;FU_PROV_6860;x
6861;18;232;210;FU_PROV_6861;x
6862;74;98;131;FU_PROV_6862;x
6863;129;220;52;FU_PROV_6863;x
6864;185;85;229;FU_PROV_6864;x
6865;240;207;150;FU_PROV_6865;x
6866;40;73;71;FU_PROV_6866;x
6867;95;194;248;FU_PROV_6867;x
6868;151;60;169;FU_PROV_6868;x
6869;206;182;90;FU_PROV_6869;x
6870;6;48;11;FU_PROV_6870;x
6871;61;169;188;FU_PROV_6871;x
6872;117;35;109;FU_PROV_6872;x
6873;172;157;30;FU_PROV_6873;x
6874;228;22;207;FU_PROV_6874;x
6875;27;144;128;FU_PROV_6875;x
6876;83;10;49;FU_PROV_6876;x
6877;138;131;226;FU_PROV_6877;x
6878;193;253;147;FU_PROV_6878;x
6879;249;119;68;FU_PROV_6879;x
6880;48;240;245;FU_PROV_6880;x
6881;104;106;166;FU_PROV_6881;x
6882;159;228;87;FU_PROV_6882;x
6883;215;94;8;FU_PROV_6883;x
6884;14;215;185;FU_PROV_6884;x
6885;70;81;106;FU_PROV_6885;x
6886;125;203;27;FU_PROV_6886;x
6887;181;68;204;FU_PROV_6887;x
6888;236;190;125;FU_PROV_6888;x
6889;36;56;46;FU_PROV_6889;x
6890;91;177;223;FU_PROV_6890;x
6891;147;43;144;FU_PROV_6891;x
6892;202;165;65;FU_PROV_6892;x
6893;2;30;242;FU_PROV_6893;x
6894;57;152;163;FU_PROV_6894;x
6895;113;18;84;FU_PROV_6895;x
6896;168;140;5;FU_PROV_6896;x
6897;224;5;182;FU_PROV_6897;x
6898;23;127;103;FU_PROV_6898;x
6899;78;249;24;FU_PROV_6899;x
6900;134;114;201;FU_PROV_6900;x
6901;189;236;122;FU_PROV_6901;x
6902;245;102;43;FU_PROV_6902;x
6903;44;223;220;FU_PROV_6903;x
6904;100;89;141;FU_PROV_6904;x
6905;155;211;62;FU_PROV_6905;x
6906;211;76;239;FU_PROV_6906;x
6907;10;198;160;FU_PROV_6907;x
6908;66;64;81;FU_PROV_6908;x
6909;121;186;2;FU_PROV_6909;x
6910;177;51;179;FU_PROV_6910;x
6911;232;173;100;FU_PROV_6911;x
6912;32;39;21;FU_PROV_6912;x
6913;87;160;198;FU_PROV_6913;x
6914;143;26;119;FU_PROV_6914;x
6915;198;148;40;FU_PROV_6915;x
6916;254;13;217;FU_PROV_6916;x
6917;53;135;138;FU_PROV_6917;x
6918;109;1;59;FU_PROV_6918;x
6919;164;122;236;FU_PROV_6919;x
6920;219;244;157;FU_PROV_6920;x
6921;19;110;78;FU_PROV_6921;x
6922;74;231;255;FU_PROV_6922;x
6923;130;97;176;FU_PROV_6923;x
6924;185;219;97;FU_PROV_6924;x
6925;241;85;18;FU_PROV_6925;x
6926;40;206;195;FU_PROV_6926;x
6927;96;72;116;FU_PROV_6927;x
6928;151;194;37;FU_PROV_6928;x
6929;207;59;214;FU_PROV_6929;x
6930;6;181;135;FU_PROV_6930;x
6931;62;47;56;FU_PROV_6931;x
6932;117;168;233;FU_PROV_6932;x
6933;173;34;154;FU_PROV_6933;x
6934;228;156;75;FU_PROV_6934;x
6935;28;21;252;FU_PROV_6935;x
6936;83;143;173;FU_PROV_6936;x
6937;139;9;94;FU_PROV_6937;x
6938;194;131;15;FU_PROV_6938;x
6939;249;252;192;FU_PROV_6939;x
6940;49;118;113;FU_PROV_6940;x
6941;104;240;34;FU_PROV_6941;x
6942;160;105;211;FU_PROV_6942;x
6943;215;227;132;FU_PROV_6943;x
6944;15;93;53;FU_PROV_6944;x
6945;70;214;230;FU_PROV_6945;x
6946;126;80;151;FU_PROV_6946;x
6947;181;202;72;FU_PROV_6947;x
6948;237;67;249;FU_PROV_6948;x
6949;36;189;170;FU_PROV_6949;x
6950;92;55;91;FU_PROV_6950;x
6951;147;177;12;FU_PROV_6951;x
6952;203;42;189;FU_PROV_6952;x
6953;2;164;110;FU_PROV_6953;x
6954;58;30;31;FU_PROV_6954;x
6955;113;151;208;FU_PROV_6955;x
6956;169;17;129;FU_PROV_6956;x
6957;224;139;50;FU_PROV_6957;x
6958;24;4;227;FU_PROV_6958;x
6959;79;126;148;FU_PROV_6959;x
6960;134;248;69;FU_PROV_6960;x
6961;190;113;246;FU_PROV_6961;x
6962;245;235;167;FU_PROV_6962;x
6963;45;101;88;FU_PROV_6963;x
6964;100;223;9;FU_PROV_6964;x
6965;156;88;186;FU_PROV_6965;x
6966;211;210;107;FU_PROV_6966;x
6967;11;76;28;FU_PROV_6967;x
6968;66;197;205;FU_PROV_6968;x
6969;122;63;126;FU_PROV_6969;x
6970;177;185;47;FU_PROV_6970;x
6971;233;50;224;FU_PROV_6971;x
6972;32;172;145;FU_PROV_6972;x
6973;88;38;66;FU_PROV_6973;x
6974;143;159;243;FU_PROV_6974;x
6975;199;25;164;FU_PROV_6975;x
6976;254;147;85;FU_PROV_6976;x
6977;54;13;6;FU_PROV_6977;x
6978;109;134;183;FU_PROV_6978;x
6979;165;0;104;FU_PROV_6979;x
6980;220;122;25;FU_PROV_6980;x
6981;19;243;202;FU_PROV_6981;x
6982;75;109;123;FU_PROV_6982;x
6983;130;231;44;FU_PROV_6983;x
6984;186;96;221;FU_PROV_6984;x
6985;241;218;142;FU_PROV_6985;x
6986;41;84;63;FU_PROV_6986;x
6987;96;205;240;FU_PROV_6987;x
6988;152;71;161;FU_PROV_6988;x
6989;207;193;82;FU_PROV_6989;x
6990;7;59;3;FU_PROV_6990;x
6991;62;180;180;FU_PROV_6991;x
6992;118;46;101;FU_PROV_6992;x
6993;173;168;22;FU_PROV_6993;x
6994;229;33;199;FU_PROV_6994;x
6995;28;155;120;FU_PROV_6995;x
6996;84;21;41;FU_PROV_6996;x
6997;139;142;218;FU_PROV_6997;x
6998;195;8;139;FU_PROV_6998;x
6999;250;130;60;FU_PROV_6999;x
7000;49;251;237;FU_PROV_7000;x
7001;105;117;158;FU_PROV_7001;x
7002;160;239;79;FU_PROV_7002;x
7003;216;105;0;FU_PROV_7003;x
7004;15;226;177;FU_PROV_7004;x
7005;71;92;98;FU_PROV_7005;x
